Survey Id,Parent Id,Survey Name,Type,Activity,Company,Survey Company,Vessel,Client,Country,Complete,Mobilisation Location,Mobilisation Start,Deployment Start,Production Start,Production End,Retrieval End,Demobilisation End,Demobilisation Location,Number of Streamers,Streamer Separation,Streamer Length,Sail Line Separation,Report,Combo Report,Tides,Ocean Current,FFSQKM,FFSQKM Method,Shot Patch SQKM,Shotpatch Method,FF Minimum Water Depth (m),FF Maximum Water Depth (m),CentreLAT,CentreLONG,Replay
22NL_02509,22NL_02509,K15 / K18b / L16a OBN,OBN,Node Layout,Shearwater,Shearwater,SW Vespucci,Nederlandse Aardolie Maatschappij (NAM),Netherlands,Yes,Den Helder -  NETHERLANDS,9/11/2022 0:00,9/15/2022 13:15,9/15/2022 13:30,3/23/2023 19:45,3/23/2023 20:00,3/24/2023 12:00,Den Helder -  NETHERLANDS,,,,350,https://portal.seisintel.com/resources/reports/22NL_02509_v0.1A_comp20230324_1200.pdf,https://portal.seisintel.com/resources/reports/22NL_02509_v0.1C_comp20230324_1200.pdf,https://portal.seisintel.com/resources/tides/22NL_02509_TIDEOUTPUT_53.1948_3.9535_20220908-20230406_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22NL_02509_Z500_D0_20230323_1200.mp4,493,Inferred from AIS,1088,Inferred from AIS,23,26,53.1815,3.9495,"https://portal.seisintel.com/#/path/22NL_02509,22NL_02510"
22NL_02510,22NL_02509,K15 / K18b / L16a OBN,OBN,Source,Shearwater,Shearwater,SW Tasman,Nederlandse Aardolie Maatschappij (NAM),Netherlands,Yes,Den Helder -  NETHERLANDS,9/11/2022 0:00,9/15/2022 10:30,9/20/2022 12:00,3/22/2023 6:00,3/23/2023 8:00,3/24/2023 12:00,Den Helder -  NETHERLANDS,,,,185,https://portal.seisintel.com/resources/reports/22NL_02510_v0.1A_comp20230324_1200.pdf,https://portal.seisintel.com/resources/reports/22NL_02509_v0.1C_comp20230324_1200.pdf,https://portal.seisintel.com/resources/tides/22NL_02510_TIDEOUTPUT_53.1794_3.9365_20220908-20230406_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22NL_02510_Z500_D0_20230323_1200.mp4,493,Inferred from AIS,1088,Inferred from AIS,,,53.1705,3.9295,"https://portal.seisintel.com/#/path/22NL_02509,22NL_02510"
24US_02833,23US_02809,Kaikias OBN,OBN,Source,PXGEO,PXGEO,Artemis Arctic,Shell,United States,Yes,At Sea -  UNITED STATES,1/16/2024 6:00,1/16/2024 11:30,1/18/2024 7:30,3/2/2024 23:45,3/3/2024 5:30,3/9/2024 0:00,Galveston -  UNITED STATES,,,,200,https://portal.seisintel.com/resources/reports/24US_02833_v0.1A_comp20240309_0000.pdf,https://portal.seisintel.com/resources/reports/23US_02809_v0.1C_comp20240310_0000.pdf,https://portal.seisintel.com/resources/tides/24US_02833_TIDEOUTPUT_28.1241_-89.0021_20240109-20240317_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_24US_02833_Z500_D10_20240117_1200.mp4,291,Inferred from AIS,,Inferred from AIS,,,28.1305,-88.9865,"https://portal.seisintel.com/#/path/23US_02809,24US_02833,24US_02858"
23US_02809,23US_02809,Kaikias (Node Layout) OBN,OBN,Node Layout,PXGEO,PXGEO,Siddis Mariner,Shell,United States,Yes,At Sea -  UNITED STATES,12/3/2023 0:00,12/3/2023 6:00,12/4/2023 6:00,12/23/2023 15:30,12/23/2023 16:30,12/24/2023 0:00,At Sea -  UNITED STATES,,,,1000,https://portal.seisintel.com/resources/reports/23US_02809_v0.1A_comp20231224_0000.pdf,https://portal.seisintel.com/resources/reports/23US_02809_v0.1C_comp20240310_0000.pdf,https://portal.seisintel.com/resources/tides/23US_02809_TIDEOUTPUT_28.1552_-89.0522_20231126-20240110_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_23US_02809_Z500_D10_20231221_1200.mp4,291,Inferred from AIS,,Inferred from AIS,1200,1450,28.1255,-88.989,"https://portal.seisintel.com/#/path/23US_02809,24US_02833,24US_02858"
24US_02858,23US_02809,Kaikias (Node Retrieval) OBN,OBN,Node Retrieval,PXGEO,PXGEO,Siddis Mariner,Shell,United States,Yes,At Sea -  UNITED STATES,2/20/2024 0:00,2/20/2024 14:30,2/20/2024 15:30,3/7/2024 17:00,3/8/2024 12:00,3/10/2024 0:00,Port Fourchon -  UNITED STATES,,,,1000,https://portal.seisintel.com/resources/reports/24US_02858_v0.1A_comp20240310_0000.pdf,https://portal.seisintel.com/resources/reports/23US_02809_v0.1C_comp20240310_0000.pdf,https://portal.seisintel.com/resources/tides/24US_02858_TIDEOUTPUT_28.1234_-89.0002_20240213-20240325_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_24US_02858_Z500_D10_20240308_1200.mp4,291,Inferred from AIS,,Inferred from AIS,,,28.1275,-88.99,"https://portal.seisintel.com/#/path/23US_02809,24US_02833,24US_02858"
19MY_01464,19MY_01462,KBB OBN,OBN,Node Layout,Magseis,Magseis,Surf Allamanda,KPOC (Petronas / ConocoPhillips / Shell),Malaysia,Yes,Kota Kinabalu -  MALAYSIA,2/1/2019 0:00,2/7/2019 23:30,2/7/2019 23:45,3/17/2019 4:30,3/17/2019 5:00,3/18/2019 0:00,Labuan -  MALAYSIA,,,,,,,https://portal.seisintel.com/resources/tides/19MY_01464_TIDEOUTPUT_6.4433_115.3852_20190131-20190331_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19MY_01464_Z500_D10_20190201_1200.mp4,102,Inferred from AIS,,,,,6.4425,115.384,"https://portal.seisintel.com/#/path/19MY_01462,19MY_01464,19MY_01465"
19MY_01462,19MY_01462,KBB OBN,OBN,Node Layout,Magseis,Magseis,NOR Australis,KPOC (Petronas / ConocoPhillips / Shell),Malaysia,Yes,Kota Kinabalu -  MALAYSIA,2/1/2019 0:00,2/2/2019 13:00,2/2/2019 14:00,3/15/2019 12:00,3/15/2019 13:00,3/17/2019 0:00,At Sea -  MALAYSIA,,,,,,,https://portal.seisintel.com/resources/tides/19MY_01462_TIDEOUTPUT_6.4428_115.3854_20190126-20190329_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19MY_01462_Z500_D10_20190227_1200.mp4,102,Inferred from AIS,,,95,400,6.442,115.3845,"https://portal.seisintel.com/#/path/19MY_01462,19MY_01464,19MY_01465"
19MY_01465,19MY_01462,KBB OBN,OBN,Source,Magseis,Magseis,Voyager Explorer,KPOC (Petronas / ConocoPhillips / Shell),Malaysia,Yes,At Sea -  MALAYSIA,2/7/2019 18:00,2/8/2019 0:00,2/8/2019 3:45,3/5/2019 3:00,3/5/2019 6:00,3/6/2019 12:00,Kota Kinabalu -  MALAYSIA,,,,,,,https://portal.seisintel.com/resources/tides/19MY_01465_TIDEOUTPUT_6.4412_115.3844_20190201-20190319_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19MY_01465_Z500_D10_20190306_0900.mp4,102,Inferred from AIS,,,,,6.4405,115.3835,"https://portal.seisintel.com/#/path/19MY_01462,19MY_01464,19MY_01465"
21US_02094,21US_02092,KC10 Guadalupe / KC102 Tiber OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Artemis Odyssey,BP,United States,Yes,At SEA -  UNITED STATES,4/20/2021 21:00,,4/21/2021 15:30,5/19/2021 2:30,5/19/2021 14:00,5/23/2021 0:00,Galveston -  UNITED STATES,,,,150,https://portal.seisintel.com/resources/reports/21US_02094_v0.1A_comp20210523_0000.pdf,https://portal.seisintel.com/resources/reports/21US_02092_v0.1C_comp20210531_0000.pdf,https://portal.seisintel.com/resources/tides/21US_02094_TIDEOUTPUT_26.9119_-93.3863_20210414-20210602_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21US_02094_Z500_D10_20210520_1200.mp4,268,Inferred from AIS,1078,Inferred from AIS,,,26.9165,-93.392,"https://portal.seisintel.com/#/path/21US_02092,21US_02093,21US_02094"
21US_02092,21US_02092,KC10 Guadalupe / KC102 Tiber OBN,OBN,Node Layout,Magseis Fairfield,Magseis Fairfield,REM Saltire,BP,United States,Yes,At Sea -  UNITED STATES,3/28/2021 18:00,3/29/2021 1:00,3/29/2021 1:30,5/26/2021 18:00,5/26/2021 18:30,5/31/2021 0:00,Galveston -  UNITED STATES,,,,400,https://portal.seisintel.com/resources/reports/21US_02092_v0.1A_comp20210531_0000.pdf,https://portal.seisintel.com/resources/reports/21US_02092_v0.1C_comp20210531_0000.pdf,https://portal.seisintel.com/resources/tides/21US_02092_TIDEOUTPUT_26.9117_-93.3494_20210322-20210609_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21US_02092_Z500_D10_20210508_1200.mp4,268,Inferred from AIS,1078,Inferred from AIS,1000,1300,26.908,-93.3535,"https://portal.seisintel.com/#/path/21US_02092,21US_02093,21US_02094"
21US_02093,21US_02092,KC10 Guadalupe / KC102 Tiber OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Artemis Arctic,BP,United States,Yes,At Sea -  UNITED STATES,4/21/2021 6:00,,4/21/2021 10:00,5/19/2021 21:00,5/20/2021 21:00,5/23/2021 0:00,Galveston -  UNITED STATES,,,,150,https://portal.seisintel.com/resources/reports/21US_02093_v0.1A_comp20210523_0000.pdf,https://portal.seisintel.com/resources/reports/21US_02092_v0.1C_comp20210531_0000.pdf,https://portal.seisintel.com/resources/tides/21US_02093_TIDEOUTPUT_26.9150_-93.3857_20210414-20210603_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21US_02093_Z500_D10_20210520_1200.mp4,268,Inferred from AIS,1078,Inferred from AIS,,,26.9185,-93.3905,"https://portal.seisintel.com/#/path/21US_02092,21US_02093,21US_02094"
21US_02035,21US_02035,KC292 Kaskida OBN,OBN,Node Layout,Magseis Fairfield,Magseis Fairfield,REM Saltire,BP,United States,Yes,Galveston -  UNITED STATES,2/28/2021 12:00,3/7/2021 5:00,3/7/2021 6:00,5/11/2021 14:00,5/11/2021 14:15,5/11/2021 18:00,At Sea -  UNITED STATES,,,,800,https://portal.seisintel.com/resources/reports/21US_02035_v0.1A_comp20210511_1800.pdf,https://portal.seisintel.com/resources/reports/21US_02035_v0.1C_comp20210511_1800.pdf,https://portal.seisintel.com/resources/tides/21US_02035_TIDEOUTPUT_26.6869_-92.6086_20210228-20210525_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21US_02035_Z500_D10_20210511_1200.mp4,279,Inferred from AIS,1061,Inferred from AIS,1600,1700,26.6915,-92.6005,"https://portal.seisintel.com/#/path/21US_02035,21US_02036,21US_02037,21US_02038"
21US_02037,21US_02035,KC292 Kaskida OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Artemis Arctic,BP,United States,Yes,Galveston -  UNITED STATES,3/1/2021 0:00,3/19/2021 3:30,3/19/2021 16:15,4/21/2021 2:00,,4/21/2021 6:00,At Sea -  UNITED STATES,,,,150,https://portal.seisintel.com/resources/reports/21US_02037_v0.1A_comp20210421_0600.pdf,https://portal.seisintel.com/resources/reports/21US_02035_v0.1C_comp20210511_1800.pdf,https://portal.seisintel.com/resources/tides/21US_02037_TIDEOUTPUT_26.6998_-92.6069_20210312-20210505_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21US_02037_Z500_D10_20210421_1200.mp4,279,Inferred from AIS,1061,Inferred from AIS,,,26.6915,-92.5915,"https://portal.seisintel.com/#/path/21US_02035,21US_02036,21US_02037,21US_02038"
21US_02036,21US_02035,KC292 Kaskida OBN,OBN,Wolfspar Source,Magseis Fairfield,Magseis Fairfield,Chloe Candies,BP,United States,Yes,Galveston -  UNITED STATES,2/25/2021 0:00,3/28/2021 22:00,4/1/2021 2:00,4/12/2021 17:00,4/12/2021 19:00,4/19/2021 0:00,Galveston -  UNITED STATES,,,,,https://portal.seisintel.com/resources/reports/21US_02036_v0.1A_comp20210419_0000.pdf,https://portal.seisintel.com/resources/reports/21US_02035_v0.1C_comp20210511_1800.pdf,https://portal.seisintel.com/resources/tides/21US_02036_TIDEOUTPUT_26.7825_-92.9790_20210321-20210426_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21US_02036_Z500_D10_20210412_1200.mp4,279,Inferred from AIS,1061,Inferred from AIS,,,26.692,-92.593,"https://portal.seisintel.com/#/path/21US_02035,21US_02036,21US_02037,21US_02038"
21US_02038,21US_02035,KC292 Kaskida OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Artemis Odyssey,BP,United States,Yes,Galveston -  UNITED STATES,3/1/2021 0:00,3/6/2021 17:00,3/12/2021 9:00,4/20/2021 18:00,,4/20/2021 21:00,At Sea -  UNITED STATES,,,,150,https://portal.seisintel.com/resources/reports/21US_02038_v0.1A_comp20210420_2100.pdf,https://portal.seisintel.com/resources/reports/21US_02035_v0.1C_comp20210511_1800.pdf,https://portal.seisintel.com/resources/tides/21US_02038_TIDEOUTPUT_26.7005_-92.6070_20210227-20210504_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21US_02038_Z500_D10_20210420_1200.mp4,279,Inferred from AIS,1061,Inferred from AIS,,,26.693,-92.5905,"https://portal.seisintel.com/#/path/21US_02035,21US_02036,21US_02037,21US_02038"
24IN_02865,24IN_02860,KG-DWN-98/2 Cluster-2 OBN,OBN,Node Layout,Shearwater,Shearwater,SW Tasman,ONGC,India,In Progress,Kakinada Bay -  INDIA,2/27/2024 0:00,2/29/2024 0:00,3/5/2024 3:00,,,,,,,,300,https://portal.seisintel.com/resources/reports/24IN_02865_v0.1A_inpr20240531_0334.pdf,https://portal.seisintel.com/resources/reports/24IN_02860_v0.1C_inpr20240531_0332.pdf,https://portal.seisintel.com/resources/tides/24IN_02865_TIDEOUTPUT_16.2892_82.4099_20240222-20240614_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_24IN_02865_Z500_D0_20240529_1200_inpr.mp4,,,,,,,16.306,82.386,"https://portal.seisintel.com/#/path/24IN_02860,24IN_02865"
24IN_02860,24IN_02860,KG-DWN-98/2 Cluster-2 OBN,OBN,Source,Shearwater,Shearwater,SW Bly,ONGC,India,In Progress,Off Kakinada -  INDIA,2/18/2024 0:00,2/29/2024 18:00,3/12/2024 9:00,,,,,,,,,https://portal.seisintel.com/resources/reports/24IN_02860_v0.1A_inpr20240531_0323.pdf,https://portal.seisintel.com/resources/reports/24IN_02860_v0.1C_inpr20240531_0332.pdf,https://portal.seisintel.com/resources/tides/24IN_02860_TIDEOUTPUT_16.2894_82.4110_20240222-20240614_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_24IN_02860_Z500_D10_20240528_1200_inpr.mp4,,,,,,,16.306,82.3865,"https://portal.seisintel.com/#/path/24IN_02860,24IN_02865"
17GB_00995,17GB_00994,Kinnoull OBN,OBN,Source,Fairfield Geotechnologies,Fairfield Geotechnologies,Geowave Commander,BP,United Kingdom,Yes,At Sea -  UNITED KINGDOM,8/26/2017 0:00,8/26/2017 9:00,8/28/2017 7:00,9/27/2017 8:30,9/27/2017 12:15,9/29/2017 0:00,Aberdeen -  UNITED KINGDOM,,,,100,https://portal.seisintel.com/resources/reports/17GB_00995_v0.1A_comp20170929_0000.pdf,https://portal.seisintel.com/resources/reports/17GB_00994_v0.1C_comp20171002_0000.pdf,https://portal.seisintel.com/resources/tides/17GB_00995_TIDEOUTPUT_58.2419_1.5474_20170819-20171011_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_17GB_00995_Z500_D10_20170930_0000.mp4,64,Inferred from AIS,182,Inferred from AIS,,,58.2415,1.5485,"https://portal.seisintel.com/#/path/17GB_00994,17GB_00995"
17GB_00994,17GB_00994,Kinnoull OBN,OBN,Node Layout,Fairfield Geotechnologies,Fairfield Geotechnologies,Ocean Pearl,BP,United Kingdom,Yes,At Sea -  UNITED KINGDOM,8/24/2017 12:00,8/25/2017 9:30,8/25/2017 10:00,10/1/2017 2:00,10/1/2017 3:00,10/2/2017 0:00,Aberdeen -  UNITED KINGDOM,,,,,https://portal.seisintel.com/resources/reports/17GB_00994_v0.1A_comp20171002_0000.pdf,https://portal.seisintel.com/resources/reports/17GB_00994_v0.1C_comp20171002_0000.pdf,https://portal.seisintel.com/resources/tides/17GB_00994_TIDEOUTPUT_58.2451_1.5710_20170818-20171015_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_17GB_00994_Z500_D10_20171003_0000.mp4,64,Inferred from AIS,182,Inferred from AIS,102,105,58.244,1.5675,"https://portal.seisintel.com/#/path/17GB_00994,17GB_00995"
14GB_00755,14GB_00734,Laggan 206/1a 3D OBN,OBN,Source,Fairfield,Fairfield,Geowave Commander,Total,United Kingdom,Yes,Stavanger -  NORWAY,9/18/2014 0:00,9/20/2014 18:00,9/21/2014 0:00,10/16/2014 6:00,10/16/2014 12:00,10/17/2014 17:00,Aberdeen -  UNITED KINGDOM,,,,,,,https://portal.seisintel.com/resources/tides/14GB_00755_TIDEOUTPUT_60.9353_-2.9112_20140913-20141030.zip,,70,Inferred from AIS,123,Inferred from AIS,,,60.933,-2.9165,"https://portal.seisintel.com/#/path/14GB_00734,14GB_00755"
14GB_00734,14GB_00734,Laggan 206/1a 3D OBN,OBN,Node Layout,Fairfield,Fairfield,Ocean Pearl,Total,United Kingdom,Yes,Stavanger -  NORWAY,9/18/2014 0:00,9/20/2014 13:00,9/20/2014 21:00,10/16/2014 15:00,10/16/2014 21:00,10/19/2014 0:00,Montrose -  UNITED KINGDOM,,,,,,,https://portal.seisintel.com/resources/tides/14GB_00734_TIDEOUTPUT_60.9355_-2.9110_20140913-20141030.zip,,70,Inferred from AIS,123,Inferred from AIS,500,710,60.9335,-2.916,"https://portal.seisintel.com/#/path/14GB_00734,14GB_00755"
24CN_02889,,Ledong 22-1 OBN,OBN,Node Layout,COSL,COSL,HYSY 623,CNOOC,China,In Progress,Nanshan -  CHINA,4/4/2024 12:00,4/9/2024 7:00,4/9/2024 8:00,,,,,,,,,,,https://portal.seisintel.com/resources/tides/24CN_02889_TIDEOUTPUT_17.4777_108.6265_20240402-20240614_TPXO_inpr.zip,,,,,,,,17.477,108.627,
22GB_02413,22GB_02412,Lennox / Liverpool Bay Asset (LBA) CCS OBN,OBN,Source,Shearwater,Shearwater,Puffin Island,Eni UK Limited,United Kingdom,Yes,Liverpool -  UNITED KINGDOM,6/1/2022 12:00,6/3/2022 22:00,6/4/2022 3:30,6/24/2022 19:00,6/24/2022 20:30,6/26/2022 0:00,Liverpool -  UNITED KINGDOM,,,,,https://portal.seisintel.com/resources/reports/22GB_02413_v0.1A_comp20220626_0000.pdf,https://portal.seisintel.com/resources/reports/22GB_02412_v0.1C_comp20220701_0000.pdf,https://portal.seisintel.com/resources/tides/22GB_02413_TIDEOUTPUT_53.6316_-3.1537_20220527-20220708_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22GB_02413_Z500_D0_20220617_1200.mp4,48,Inferred from AIS,73,Inferred from AIS,,,53.63,-3.152,"https://portal.seisintel.com/#/path/22GB_02412,22GB_02413"
22GB_02412,22GB_02412,Lennox / Liverpool Bay Asset (LBA) CCS OBN,OBN,Node Layout,Shearwater,Shearwater,CT Vector,Eni UK Limited,United Kingdom,Yes,Liverpool -  UNITED KINGDOM,6/1/2022 12:00,6/3/2022 22:15,6/3/2022 22:30,6/29/2022 13:45,6/29/2022 14:00,7/1/2022 0:00,Liverpool -  UNITED KINGDOM,,,,300,https://portal.seisintel.com/resources/reports/22GB_02412_v0.1A_comp20220701_0000.pdf,https://portal.seisintel.com/resources/reports/22GB_02412_v0.1C_comp20220701_0000.pdf,https://portal.seisintel.com/resources/tides/22GB_02412_TIDEOUTPUT_53.6305_-3.1516_20220527-20220713_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22GB_02412_Z500_D0_20220620_1200.mp4,48,Inferred from AIS,73,Inferred from AIS,3,9,53.63,-3.151,"https://portal.seisintel.com/#/path/22GB_02412,22GB_02413"
21US_02107,21US_02107,Leopard OBN,OBN,Node Layout,Magseis Fairfield,Magseis Fairfield,REM Saltire,Shell / Chevron,United States,Yes,Galveston -  UNITED STATES,6/1/2021 0:00,6/5/2021 15:00,6/5/2021 18:00,7/25/2021 15:00,7/26/2021 0:00,7/28/2021 0:00,Galveston -  UNITED STATES,,,,800,https://portal.seisintel.com/resources/reports/21US_02107_v0.1A_comp20210728_0000.pdf,https://portal.seisintel.com/resources/reports/21US_02107_v0.1C_comp20210807_0000.pdf,https://portal.seisintel.com/resources/tides/21US_02107_TIDEOUTPUT_26.2919_-94.4303_20210529-20210809_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21US_02107_Z500_D10_20210726_1200.mp4,284,Inferred from AIS,557,Inferred from AIS,2200,2800,26.2915,-94.429,"https://portal.seisintel.com/#/path/21US_02107,21US_02108,21US_02163,21US_02212"
21US_02212,21US_02107,Leopard OBN,OBN,Node Retrieval,Magseis Fairfield,Magseis Fairfield,REM Saltire,Shell / Chevron,United States,Yes,At Sea -  UNITED STATES,8/26/2021 0:00,8/26/2021 6:00,8/26/2021 12:00,8/29/2021 20:00,8/29/2021 21:00,8/30/2021 0:00,At Sea -  UNITED STATES,,,,2400,https://portal.seisintel.com/resources/reports/21US_02212_v0.1A_comp20210830_0000.pdf,https://portal.seisintel.com/resources/reports/21US_02107_v0.1C_comp20210807_0000.pdf,,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21US_02212_Z500_D10_20210830_1200.mp4,284,Inferred from AIS,557,Inferred from AIS,,,26.28,-94.418,"https://portal.seisintel.com/#/path/21US_02107,21US_02108,21US_02163,21US_02212"
21US_02163,21US_02107,Leopard OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Artemis Arctic,Shell / Chevron,United States,Yes,Galveston -  UNITED STATES,7/15/2021 0:00,7/20/2021 18:00,7/21/2021 12:00,8/3/2021 14:30,8/3/2021 16:15,8/7/2021 0:00,Galveston -  UNITED STATES,,,,600,https://portal.seisintel.com/resources/reports/21US_02163_v0.1A_comp20210807_0000.pdf,https://portal.seisintel.com/resources/reports/21US_02107_v0.1C_comp20210807_0000.pdf,https://portal.seisintel.com/resources/tides/21US_02163_TIDEOUTPUT_26.3591_-94.3969_20210713-20210817_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21US_02163_Z500_D10_20210721_1200.mp4,284,Inferred from AIS,557,Inferred from AIS,,,26.3585,-94.3985,"https://portal.seisintel.com/#/path/21US_02107,21US_02108,21US_02163,21US_02212"
21US_02108,21US_02107,Leopard OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Artemis Odyssey,Shell / Chevron,United States,Yes,Galveston -  UNITED STATES,6/1/2021 0:00,6/5/2021 18:00,6/10/2021 11:15,7/21/2021 11:00,7/21/2021 18:00,7/25/2021 0:00,Galveston -  UNITED STATES,,,,100,https://portal.seisintel.com/resources/reports/21US_02108_v0.1A_comp20210725_0000.pdf,https://portal.seisintel.com/resources/reports/21US_02107_v0.1C_comp20210807_0000.pdf,https://portal.seisintel.com/resources/tides/21US_02108_TIDEOUTPUT_26.2746_-94.4357_20210529-20210804_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21US_02108_Z500_D10_20210708_1200.mp4,284,Inferred from AIS,557,Inferred from AIS,,,26.2745,-94.4345,"https://portal.seisintel.com/#/path/21US_02107,21US_02108,21US_02163,21US_02212"
17BR_01033,17BR_01033,Libra OBN,OBN,Source,Fairfield,Fairfield,Artemis Angler,Petrobras,Brazil,Yes,Rio de Janeiro -  BRAZIL,9/28/2017 0:00,9/30/2017 10:00,10/1/2017 10:30,10/16/2018 19:40,10/16/2018 23:15,10/18/2018 0:00,Rio de Janeiro -  BRAZIL,,,,100,https://portal.seisintel.com/resources/reports/17BR_01033_v0.1A_comp20181018_0000.pdf,https://portal.seisintel.com/resources/reports/17BR_01033_v0.1C_comp20181103_0000.pdf,https://portal.seisintel.com/resources/tides/17BR_01033_TIDEOUTPUT_-24.6112_-42.2319_20170923-20181030_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_17BR_01033_Z500_D10_20181018_0000.mp4,754,Inferred from AIS,1251,Inferred from AIS,1700,2150,-24.61,-42.2235,"https://portal.seisintel.com/#/path/17BR_01033,17BR_01040"
